51	1034.0
52	1034.0
53	1031.0
54	1030.0
55	1032.0
56	1032.0
57	1030.0
58	1032.0
59	1030.0
60	1031.0
61	1032.0
62	1030.0
63	1035.0
64	1030.0
65	1031.0
66	1032.0
67	1030.0
68	1031.0
69	1035.0
70	1030.0
71	1033.0
72	1030.0
73	1030.0
74	1030.0
75	1035.0
76	1031.0
77	1030.0
78	1033.0
79	1033.0
80	1032.0
81	1030.0
82	1032.0
83	1032.0
84	1030.0
85	1031.0
86	1030.0
87	1032.0
88	1033.0
89	1032.0
90	1030.0
91	1033.0
92	1032.0
93	1031.0
94	1032.0
95	1030.0
96	1030.0
97	1030.0
98	1035.0
99	1035.0
100	1036.0
51	51.25
52	51.99
53	51.23
54	51.97
55	52.69
56	52.55
57	51.71
58	50.55
59	51.69
60	52.02
61	51.39
62	51.64
63	52.88
64	51.96
65	52.21
66	50.75
67	51.31
68	52.17
69	51.75
70	51.84
71	52.88
72	51.84
73	51.6
74	51.89
75	50.03
76	52.13
77	51.76
78	50.96
79	51.64
80	51.3
81	51.18
82	50.83
83	52.53
84	51.49
85	51.42
86	51.66
87	50.77
88	52.18
89	50.67
90	51.27
91	50.44
92	50.67
93	52.26
94	52.65
95	51.59
96	51.79
97	51.71
98	50.37
99	52.61
100	53.16
51	9.787
52	9.686
53	9.101
54	8.746
55	8.621
56	8.401
57	8.554
58	8.511
59	8.289
60	9.232
61	9.34
62	8.818
63	9.525
64	8.464
65	8.885
66	9.04
67	8.371
68	8.84
69	9.986
70	8.816
71	8.575
72	8.757
73	8.48
74	8.448
75	9.005
76	8.441
77	8.592
78	9.497
79	7.829
80	8.057
81	8.424
82	9.114
83	9.113
84	8.599
85	8.077
86	8.459
87	9.049
88	9.543
89	8.952
90	8.389
91	8.237
92	9.073
93	8.547
94	8.52
95	8.731
96	8.376
97	8.298
98	8.042
99	9.608
100	8.209
