51	1031.0
52	1034.0
53	1035.0
54	1030.0
55	1033.0
56	1030.0
57	1031.0
58	1030.0
59	1032.0
60	1031.0
61	1030.0
62	1031.0
63	1032.0
64	1031.0
65	1030.0
66	1030.0
67	1030.0
68	1031.0
69	1031.0
70	1030.0
71	1035.0
72	1033.0
73	1032.0
74	1032.0
75	1032.0
76	1032.0
77	1038.0
78	1032.0
79	1031.0
80	1031.0
81	1030.0
82	1030.0
83	1031.0
84	1038.0
85	1038.0
86	1031.0
87	1033.0
88	1031.0
89	1032.0
90	1032.0
91	1030.0
92	1031.0
93	1037.0
94	1033.0
95	1030.0
96	1032.0
97	1031.0
98	1031.0
99	1031.0
100	1031.0
51	50.84
52	53.08
53	53.23
54	51.28
55	50.57
56	51.07
57	51.04
58	51.99
59	52.13
60	50.69
61	51.8
62	51.17
63	52.52
64	51.74
65	52.01
66	51.36
67	51.25
68	51.24
69	51.36
70	51.64
71	49.91
72	52.21
73	51.87
74	51.69
75	50.63
76	52.48
77	49.5
78	52.57
79	51.88
80	51.14
81	51.17
82	51.71
83	51.44
84	51.15
85	50.5
86	50.75
87	50.49
88	50.94
89	52.61
90	52.09
91	51.48
92	51.82
93	50.07
94	52.75
95	51.88
96	52.01
97	50.96
98	50.74
99	51.24
100	51.5
51	9.004
52	9.005
53	8.896
54	8.742
55	8.093
56	8.786
57	8.4
58	8.574
59	8.009
60	8.625
61	8.706
62	8.956
63	8.884
64	8.273
65	8.606
66	8.588
67	8.644
68	9.071
69	9.043
70	8.742
71	9.021
72	7.924
73	7.957
74	7.906
75	8.623
76	8.755
77	8.759
78	8.94
79	9.012
80	8.283
81	8.554
82	8.352
83	9.083
84	10.29
85	7.601
86	8.741
87	9.242
88	8.491
89	8.75
90	9.223
91	8.48
92	8.124
93	9.754
94	9.059
95	8.489
96	9.394
97	8.815
98	8.958
99	9.095
100	9.289
