X,Y,apn,OBJECTID,licenseNumber,licenseType,licenseStatus,liquorType,issueDate,expirationYear,expirationDate,licenseName,address,endorsements,ward,neighborhood,lat,long,xWebMercator,yWebMercator,lastUpdateDate
-93.223734360874957,44.994110083886405,1802923330036,82,LIC360603,BLDistill,Inactive,Off Sale,2017-12-14T10:51:12.000Z,2018,2018-07-01T00:00:00.000Z,BROTHER JUSTUS,451 TAFT ST NE," Distillery, Off-Sale Distilled Spirits",1,Mid - City Industrial,44.99411,-93.22373,-10377618.6389,5620594.2871,2018-05-25T18:20:11.000Z
-93.251539774625428,45.003456768105202,1402924110060,83,LIC337786,BLBrewery,Pending,Off Sale,2018-12-31T22:31:06.000Z,2019,2019-07-01T00:00:00.000Z,INDEED BREWING COMPANY,711 15TH AVE NE #102,,1,Logan Park,45.00346,-93.25154,-10380713.9234,5622065.7,2019-04-18T18:16:17.000Z
0,0,,84,LIC352403,BLBrewery,Approved,Off Sale,2019-07-18T14:00:56.000Z,2020,2020-07-01T00:00:00.000Z,EASTLAKE,920 LAKE ST E #123, Off Sale Malt Liquor - Growler,,,0,0,0,0,2019-07-19T18:16:17.000Z
0,0,2602924219100,85,LIC54114,BLLiqOff,Approved,Off Sale,2016-11-04T00:00:00.000Z,2020,2020-01-01T00:00:00.000Z,TRADER JOE'S,721 WASHINGTON AVE S,,3,Downtown East,0,0,0,0,2019-01-24T18:16:20.000Z
-93.284704691871198,44.948646565888872,3402924330132,86,LIC53987,BLLiqOff,Approved,Off Sale,2016-01-07T00:00:00.000Z,2020,2020-07-01T00:00:00.000Z,LAKE WINE & CHEESE,404 LAKE ST W,,10,Whittier,44.94865,-93.2847,-10384405.8251,5613440.5588,2019-07-19T18:16:17.000Z
-93.247798756794381,44.973392164195218,2602924110076,87,LIC353660,BLBrewery,Approved,Off Sale,2019-04-23T07:50:16.000Z,2020,2020-04-01T00:00:00.000Z,TOWN HALL BREWERY,1430 WASHINGTON AVE S, Off Sale Malt Liquor - Growler,6,Cedar Riverside,44.97339,-93.2478,-10380297.4752,5617333.5992,2019-04-24T18:16:16.000Z
-93.244129119095817,45.004501949190669,1302924220006,88,LIC337798,BLBrewery,Pending,Off Sale,2019-03-19T22:31:10.000Z,2019,2019-10-01T00:00:00.000Z,SOCIABLE CIDER WERKS,1500 FILLMORE ST NE #100,,1,Northeast Park,45.0045,-93.24413,-10379888.973,5622230.2538,2019-07-25T18:16:17.000Z
-93.266403767338744,45.001099020904952,1402924230048,89,LIC337795,BLBrewery,Pending,Off Sale,2019-03-19T22:31:11.000Z,2019,2019-10-01T00:00:00.000Z,DANGEROUS MAN BREWING COMPANY,1300 2ND ST NE,,3,Sheridan,45.0011,-93.2664,-10382368.5755,5621694.5062,2019-07-25T18:16:17.000Z
-93.266403767338744,45.001099020904952,1402924230048,90,LIC337796,BLBrewery,Pending,Off Sale,2019-03-19T22:31:11.000Z,2019,2019-10-01T00:00:00.000Z,DANGEROUS MAN BREWING COMPANY,1300 2ND ST NE, Off Sale Malt Liquor - Growler,3,Sheridan,45.0011,-93.2664,-10382368.5755,5621694.5062,2019-07-19T18:16:17.000Z
-93.221083124349363,44.998208790985672,1802923310008,91,LIC337806,BLBrewery,Inactive,Off Sale,2018-03-20T09:52:47.000Z,2018,2018-10-01T00:00:00.000Z,NORTHGATE BREWING,783 HARDING ST NE #100, Off Sale Malt Liquor - Growler,1,Mid - City Industrial,44.99821,-93.22108,-10377323.5046,5621239.5014,2018-05-25T18:20:11.000Z
-93.208631951691984,44.973294891979585,3002923140002,92,LIC337803,BLBrewery,Pending,Off Sale,2019-03-25T22:31:19.000Z,2019,2019-10-01T00:00:00.000Z,SURLY BREWING COMPANY,520 MALCOLM AVE SE,,2,Prospect Park - East River Road,44.97329,-93.20863,-10375937.4464,5617318.2928,2019-07-25T18:16:17.000Z
-93.208631951691984,44.973294891979585,3002923140002,93,LIC337804,BLBrewery,Inactive,Off Sale,2017-07-10T08:29:47.000Z,2017,2017-10-01T00:00:00.000Z,SURLY BREWING COMPANY,520 MALCOLM AVE SE, Off Sale Malt Liquor - Growler,2,Prospect Park - East River Road,44.97329,-93.20863,-10375937.4464,5617318.2928,2017-07-11T18:16:12.000Z
-93.247875357935285,45.013556898143769,1102924140046,94,LIC337785,BLBrewery,Pending,Off Sale,2018-12-28T15:45:21.000Z,2019,2019-07-01T00:00:00.000Z,FAIR STATE BREWING,2506 CENTRAL AVE NE, Off Sale Malt Liquor - Growler,1,Holland,45.01356,-93.24788,-10380306.0024,5623655.9949,2019-04-18T18:16:17.000Z
-93.280081222105636,44.969053266001119,2702924310130,95,LIC337776,BLBrewery,Approved,Off Sale,2019-07-18T14:00:51.000Z,2020,2020-07-01T00:00:00.000Z,LAKES & LEGENDS BREWING,1368 LASALLE AVE,,7,Loring Park,44.96905,-93.28008,-10383891.1428,5616650.8713,2019-07-19T18:16:17.000Z
-93.280081222105636,44.969053266001119,2702924310130,96,LIC337776,BLBrewery,Approved,Off Sale,2019-07-18T14:00:51.000Z,2020,2020-07-01T00:00:00.000Z,LAKES & LEGENDS BREWING,1368 LASALLE AVE,,7,Loring Park,44.96905,-93.28008,-10383891.1428,5616650.8713,2019-07-19T18:16:17.000Z
0,0,,97,LIC107382,BLBrewery,Approved,Off Sale,2019-07-18T14:00:55.000Z,2020,2020-07-01T00:00:00.000Z,EASTLAKE,920 LAKE ST E #123,,,,0,0,0,0,2019-07-19T18:16:17.000Z
-93.272239212644592,45.0236737037037,0302924440058,98,LIC107149,BLBrewery,Approved,Off Sale,2019-04-23T07:50:43.000Z,2020,2020-04-01T00:00:00.000Z,56 BREWING,3055 COLUMBIA AVE,,1,Marshall Terrace,45.02367,-93.27224,-10383018.1743,5625249.1966,2019-04-24T18:16:16.000Z
-93.25051761669792,44.999562842161652,1402924140004,99,LIC108098,BLBrewery,Approved,Off Sale,2019-07-18T14:01:04.000Z,2020,2020-07-01T23:59:59.000Z,ABLE SEEDHOUSE & BREWERY,1121 QUINCY ST NE,,1,Logan Park,44.99956,-93.25052,-10380600.1373,5621452.6649,2019-07-19T18:16:17.000Z
-93.223734360874957,44.994110083886405,1802923330036,100,LIC107243,BLDistill,Approved,Off Sale,2019-06-17T22:33:25.000Z,2020,2020-01-01T23:59:00.000Z,NORSEMAN DISTILLERY,451 TAFT ST NE,,1,Mid - City Industrial,44.99411,-93.22373,-10377618.6389,5620594.2871,2019-06-19T18:16:18.000Z
-93.281574344278724,44.893112875931699,2202824340058,101,LIC107653,BLBrewery,Approved,Off Sale,2019-06-24T12:16:59.000Z,2020,2020-01-01T00:00:00.000Z,WILD MIND ARTISAN ALES,6031 PILLSBURY AVE,,11,Windom,44.89311,-93.28157,-10384057.3564,5604709.9627,2019-06-25T18:16:21.000Z
-93.248726750618857,45.005178324844181,1402924110004,102,LIC331137,BLDistill,Approved,Off Sale,2019-06-18T15:31:48.000Z,2020,2020-01-01T23:59:00.000Z,Tattersall Distilling Company,1620 CENTRAL AVE NE #150,,1,Logan Park,45.00518,-93.24873,-10380400.779,5622336.7443,2019-06-19T18:16:18.000Z
-93.244129119095817,45.004501949190669,1302924220006,103,LIC337798,BLBrewery,Pending,Off Sale,2019-03-19T22:31:10.000Z,2019,2019-10-01T00:00:00.000Z,SOCIABLE CIDER WERKS,1500 FILLMORE ST NE #100,,1,Northeast Park,45.0045,-93.24413,-10379888.973,5622230.2538,2019-07-25T18:16:17.000Z
-93.245067712142344,45.000955025092189,1302924230004,104,LIC337763,BLBrewery,Approved,Off Sale,2019-04-02T07:39:37.000Z,2020,2020-04-01T00:00:00.000Z,BAUHAUS BREW LABS,1315 TYLER ST NE,,1,Northeast Park,45.00096,-93.24507,-10379993.4567,5621671.8366,2019-04-02T18:16:25.000Z
-93.251539774625428,45.003456768105202,1402924110060,105,LIC337786,BLBrewery,Pending,Off Sale,2018-12-31T22:31:06.000Z,2019,2019-07-01T00:00:00.000Z,INDEED BREWING COMPANY,711 15TH AVE NE #102,,1,Logan Park,45.00346,-93.25154,-10380713.9234,5622065.7,2019-04-18T18:16:17.000Z
-93.266403767338744,45.001099020904952,1402924230048,106,LIC337795,BLBrewery,Pending,Off Sale,2019-03-19T22:31:11.000Z,2019,2019-10-01T00:00:00.000Z,DANGEROUS MAN BREWING COMPANY,1300 2ND ST NE,,3,Sheridan,45.0011,-93.2664,-10382368.5755,5621694.5062,2019-07-25T18:16:17.000Z
-93.272549186214846,44.980770780146834,2202924410087,107,LIC337770,BLBrewery,Approved,Off Sale,2019-04-02T07:39:59.000Z,2020,2020-04-01T00:00:00.000Z,CLOCKWERKS BREWING,25 4TH ST N #100,,3,Downtown West,44.98077,-93.27255,-10383052.6804,5618494.7469,2019-04-02T18:16:25.000Z
-93.288906916447218,44.97330092224658,2802924140002,108,LIC337766,BLBrewery,Approved,Off Sale,2019-04-23T07:50:18.000Z,2020,2020-04-01T00:00:00.000Z,SISYPHUS BREWERY,712 ONTARIO AVE #100,,7,Lowry Hill,44.9733,-93.28891,-10384873.6146,5617319.2417,2019-04-24T18:16:16.000Z
-93.208631951691984,44.973294891979585,3002923140002,109,LIC337803,BLBrewery,Pending,Off Sale,2019-03-25T22:31:19.000Z,2019,2019-10-01T00:00:00.000Z,SURLY BREWING COMPANY,520 MALCOLM AVE SE,,2,Prospect Park - East River Road,44.97329,-93.20863,-10375937.4464,5617318.2928,2019-07-25T18:16:17.000Z
-93.296023342280222,44.979459296121384,2102924430009,110,LIC361279,BLDistill,Approved,Off Sale,2019-07-08T15:40:37.000Z,2020,2020-01-01T23:59:00.000Z,ROYAL FOUNDRY CRAFT SPIRITS CORP,241 FREMONT AVE N,,5,Harrison,44.97946,-93.29602,-10385665.8115,5618288.3522,2019-07-09T18:16:16.000Z
-93.296023342280222,44.979459296121384,2102924430009,111,LIC361279,BLDistill,Approved,Off Sale,2019-07-08T15:40:37.000Z,2020,2020-01-01T23:59:00.000Z,ROYAL FOUNDRY CRAFT SPIRITS CORP,241 FREMONT AVE N,,5,Harrison,44.97946,-93.29602,-10385665.8115,5618288.3522,2019-07-09T18:16:16.000Z
-93.296023342280222,44.979459296121384,2102924430009,112,LIC362455,BLBrewery,Approved,Off Sale,2019-04-02T07:39:35.000Z,2020,2020-04-01T23:59:59.000Z,LA DONA,241 FREMONT AVE N,,5,Harrison,44.97946,-93.29602,-10385665.8115,5618288.3522,2019-04-02T18:16:25.000Z
-93.296023342280222,44.979459296121384,2102924430009,113,LIC362455,BLBrewery,Approved,Off Sale,2019-04-02T07:39:35.000Z,2020,2020-04-01T23:59:59.000Z,LA DONA,241 FREMONT AVE N,,5,Harrison,44.97946,-93.29602,-10385665.8115,5618288.3522,2019-04-02T18:16:25.000Z
-93.296554010356218,44.980837969204288,2102924420014,114,LIC364609,BLLiqOff,Approved,Off Sale,2018-05-18T21:08:16.000Z,2020,2020-04-01T23:59:59.000Z,HENRY & SON,1220 GLENWOOD AVE,,5,Sumner - Glenwood,44.98084,-93.29655,-10385724.8852,5618505.3209,2019-04-24T18:16:16.000Z
-93.234581232266436,44.945044531794949,0102824120127,115,LIC107982,BLDistill,Approved,Off Sale,2019-07-01T11:15:08.000Z,2020,2020-01-01T00:00:00.000Z,DU NORD CRAFT SPIRITS,2610 32ND ST E," Distillery, Off-Sale Distilled Spirits",9,Longfellow,44.94504,-93.23458,-10378826.1071,5612874.0176,2019-07-02T18:16:17.000Z
-93.234581232266436,44.945044531794949,0102824120127,116,LIC107970,BLDistill,Approved,Off Sale,2019-07-01T11:15:07.000Z,2020,2020-01-01T00:00:00.000Z,DU NORD CRAFT SPIRITS,2610 32ND ST E,,9,Longfellow,44.94504,-93.23458,-10378826.1071,5612874.0176,2019-07-02T18:16:17.000Z
-93.234581232266436,44.945044531794949,0102824120127,117,LIC107970,BLDistill,Approved,Off Sale,2019-07-01T11:15:07.000Z,2020,2020-01-01T00:00:00.000Z,DU NORD CRAFT SPIRITS,2610 32ND ST E,,9,Longfellow,44.94504,-93.23458,-10378826.1071,5612874.0176,2019-07-02T18:16:17.000Z
-93.246930781210693,45.021288916722312,0102924330121,118,LIC330966,BLDistill,Approved,Off Sale,2019-07-16T08:13:05.000Z,2020,2020-01-01T00:00:00.000Z,TWIN SPIRITS DISTILLERY,2931 CENTRAL AVE NE," Distillery, Off-Sale Distilled Spirits",1,Audubon Park,45.02129,-93.24693,-10380200.8526,5624873.6133,2019-07-17T18:16:16.000Z
-93.281332981334927,44.99987335277158,1502924240092,119,LIC337791,BLBrewery,Pending,Off Sale,2019-04-25T15:43:29.000Z,2019,2019-10-01T00:00:00.000Z,BOOM ISLAND BREWING CO,2014 WASHINGTON AVE N #300,,5,Hawthorne,44.99987,-93.28133,-10384030.488,5621501.5482,2019-07-19T18:16:17.000Z
-93.281332981334927,44.99987335277158,1502924240092,120,LIC337791,BLBrewery,Pending,Off Sale,2019-04-25T15:43:29.000Z,2019,2019-10-01T00:00:00.000Z,BOOM ISLAND BREWING CO,2014 WASHINGTON AVE N #300,,5,Hawthorne,44.99987,-93.28133,-10384030.488,5621501.5482,2019-07-19T18:16:17.000Z
-93.247875357935285,45.013556898143769,1102924140046,121,LIC337785,BLBrewery,Pending,Off Sale,2018-12-28T15:45:21.000Z,2019,2019-07-01T00:00:00.000Z,FAIR STATE BREWING,2506 CENTRAL AVE NE, Off Sale Malt Liquor - Growler,1,Holland,45.01356,-93.24788,-10380306.0024,5623655.9949,2019-04-18T18:16:17.000Z
0,0,,122,LIC352403,BLBrewery,Approved,Off Sale,2019-07-18T14:00:56.000Z,2020,2020-07-01T00:00:00.000Z,EASTLAKE,920 LAKE ST E #123, Off Sale Malt Liquor - Growler,,,0,0,0,0,2019-07-19T18:16:17.000Z
-93.223734360874957,44.994110083886405,1802923330036,123,LIC361920,BLDistill,Approved,Off Sale,2019-07-18T14:01:01.000Z,2020,2020-07-01T23:59:59.000Z,BROTHER JUSTUS,451 TAFT ST NE," Distillery, Off-Sale Distilled Spirits",1,Mid - City Industrial,44.99411,-93.22373,-10377618.6389,5620594.2871,2019-07-19T18:16:17.000Z
-93.266403767338744,45.001099020904952,1402924230048,124,LIC337796,BLBrewery,Pending,Off Sale,2019-03-19T22:31:11.000Z,2019,2019-10-01T00:00:00.000Z,DANGEROUS MAN BREWING COMPANY,1300 2ND ST NE, Off Sale Malt Liquor - Growler,3,Sheridan,45.0011,-93.2664,-10382368.5755,5621694.5062,2019-07-19T18:16:17.000Z
-93.220887706639104,44.921355163026277,0702823340164,125,LIC353846,BLBrewery,Pending,Off Sale,2019-03-13T22:31:41.000Z,2019,2019-10-01T00:00:00.000Z,VENN BREWING COMPANY,3550 46TH ST E, Off Sale Malt Liquor - Growler,12,Ericsson,44.92136,-93.22089,-10377301.7508,5609148.9517,2019-07-19T18:16:17.000Z
-93.214363975755802,44.971347934159084,3002923130029,126,LIC362448,BLLiqOff,Approved,Off Sale,2018-11-16T15:15:34.000Z,2020,2020-04-01T23:59:00.000Z,Fresh Thyme Liquor,26 30TH AVE SE,,2,Prospect Park - East River Road,44.97135,-93.21436,-10376575.5324,5617011.9321,2019-04-02T18:16:25.000Z
0,0,2602924230616,127,LIC363709,BLBrewery,Approved,Off Sale,2019-05-07T08:04:13.000Z,2020,2020-04-01T23:59:59.000Z,FINNEGANS HOUSE,817 5TH AVE S, Off Sale Malt Liquor - Growler,7,Elliot Park,0,0,0,0,2019-05-08T18:16:15.000Z
0,0,2602924230616,128,LIC363707,BLBrewery,Approved,Off Sale,2019-05-07T08:04:16.000Z,2020,2020-04-01T23:59:59.000Z,FINNEGANS HOUSE,817 5TH AVE S,,7,Elliot Park,0,0,0,0,2019-05-08T18:16:15.000Z
0,0,2602924230616,129,LIC363707,BLBrewery,Approved,Off Sale,2019-05-07T08:04:16.000Z,2020,2020-04-01T23:59:59.000Z,FINNEGANS HOUSE,817 5TH AVE S,,7,Elliot Park,0,0,0,0,2019-05-08T18:16:15.000Z
-93.231047465652907,44.954870901790578,3602924410058,130,LIC107966,BLDistill,Approved,Off Sale,2019-06-20T15:54:42.000Z,2020,2020-01-01T23:59:00.000Z,Lawless Distilling Company,2619 28TH AVE S," Distillery, Off-Sale Distilled Spirits",2,Seward,44.95487,-93.23105,-10378432.73,5614419.6291,2019-06-21T18:16:16.000Z
-93.281574344278724,44.893112875931699,2202824340058,131,LIC330931,BLBrewery,Approved,Off Sale,2019-06-24T12:16:59.000Z,2020,2020-01-01T23:59:00.000Z,WILD MIND ARTISAN ALES,6031 PILLSBURY AVE, Off Sale Malt Liquor - Growler,11,Windom,44.89311,-93.28157,-10384057.3564,5604709.9627,2019-06-25T18:16:21.000Z
-93.234581232266436,44.945044531794949,0102824120127,132,LIC107982,BLDistill,Approved,Off Sale,2019-07-01T11:15:08.000Z,2020,2020-01-01T00:00:00.000Z,DU NORD CRAFT SPIRITS,2610 32ND ST E," Distillery, Off-Sale Distilled Spirits",9,Longfellow,44.94504,-93.23458,-10378826.1071,5612874.0176,2019-07-02T18:16:17.000Z
-93.223734360874957,44.994110083886405,1802923330036,133,LIC107276,BLDistill,Approved,Off Sale,2019-06-13T14:47:34.000Z,2020,2020-01-01T23:59:00.000Z,NORSEMAN DISTILLERY,451 TAFT ST NE," Distillery, Off-Sale Distilled Spirits",1,Mid - City Industrial,44.99411,-93.22373,-10377618.6389,5620594.2871,2019-06-14T18:16:18.000Z
-93.272239212644592,45.0236737037037,0302924440058,134,LIC107969,BLBrewery,Approved,Off Sale,2019-04-23T07:50:43.000Z,2020,2020-04-01T00:00:00.000Z,56 BREWING,3055 COLUMBIA AVE, Off Sale Malt Liquor - Growler,1,Marshall Terrace,45.02367,-93.27224,-10383018.1743,5625249.1966,2019-04-24T18:16:16.000Z
-93.247798756794381,44.973392164195218,2602924110076,135,LIC353660,BLBrewery,Approved,Off Sale,2019-04-23T07:50:16.000Z,2020,2020-04-01T00:00:00.000Z,TOWN HALL BREWERY,1430 WASHINGTON AVE S, Off Sale Malt Liquor - Growler,6,Cedar Riverside,44.97339,-93.2478,-10380297.4752,5617333.5992,2019-04-24T18:16:16.000Z
0,0,2602924230616,136,LIC363709,BLBrewery,Approved,Off Sale,2019-05-07T08:04:13.000Z,2020,2020-04-01T23:59:59.000Z,FINNEGANS HOUSE,817 5TH AVE S, Off Sale Malt Liquor - Growler,7,Elliot Park,0,0,0,0,2019-05-08T18:16:15.000Z
-93.264976193435317,44.982224676834022,2302924320011,137,LIC374835,BLLiqOff,Approved,Off Sale,2019-02-19T11:08:42.000Z,2020,2020-01-01T23:59:59.000Z,Bottle House Wine & Spirits,150 2ND AVE S,,3,Downtown West,44.98222,-93.26498,-10382209.6587,5618723.5593,2019-02-20T18:16:21.000Z
